dataset,line_no,timestamp,level,component,message,template
HealthApp_2k,1026,,,action,20171223-22:33:46:301|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON,<HEX>-22:33:46:<NUM>|Step_StandReportReceiver|<HEX>|onReceive action: android.intent.action.SCREEN_ON
HealthApp_2k,1027,,,action,20171223-22:33:46:303|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON,<HEX>-22:33:46:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.SCREEN_ON
HealthApp_2k,1028,,,Step_StandStepCounter,20171223-22:33:46:303|Step_StandStepCounter|30002312|flush sensor data,<HEX>-22:33:46:<NUM>|Step_StandStepCounter|<HEX>|flush sensor data
HealthApp_2k,1029,,,Step_SPUtils,20171223-22:33:46:304|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28234547,<HEX>-22:33:46:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1030,,,Step_SPUtils,20171223-22:33:46:304|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270623,<HEX>-22:33:46:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1031,,,Step_LSC,20171223-22:33:46:305|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:33:46:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1032,,,Step_ExtSDM,20171223-22:33:46:311|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:33:46:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1033,,,Step_ExtSDM,20171223-22:33:46:314|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:33:46:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1034,,,Step_StandReportReceiver,20171223-22:33:46:315|Step_StandReportReceiver|30002312|REPORT : 7189 5132 153988 240,<HEX>-22:33:46:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,1035,,,Step_LSC,20171223-22:33:46:405|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:33:46:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1036,,,onExtend,20171223-22:33:46:406|Step_LSC|30002312|onExtend:1514039626000 0 0 0,<HEX>-22:33:46:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1037,,,Step_SPUtils,20171223-22:33:46:616|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270623,<HEX>-22:33:46:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1038,,,Step_SPUtils,20171223-22:33:46:616|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039520000##7189##549659##8661##16256##28270935,<HEX>-22:33:46:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1039,,,Step_ExtSDM,20171223-22:33:46:622|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:33:46:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1040,,,Step_ExtSDM,20171223-22:33:46:624|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:33:46:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1041,,,action,20171223-22:34:0:126|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:34:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1042,,,action,20171223-22:35:0:49|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:35:0:49|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1043,,,action,20171223-22:36:0:138|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:36:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1044,,,action,20171223-22:37:0:122|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:37:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1045,,,Step_LSC,20171223-22:37:14:939|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:37:14:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1046,,,onExtend,20171223-22:37:14:951|Step_LSC|30002312|onExtend:1514039834000 0 0 5,<HEX>-22:37:14:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1047,,,Step_SPUtils,20171223-22:37:15:240|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039520000##7189##549659##8661##16256##28270935,<HEX>-22:37:15:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1048,,,Step_SPUtils,20171223-22:37:15:240|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039760000##7189##549659##8661##16256##28479559,<HEX>-22:37:15:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1049,,,Step_ExtSDM,20171223-22:37:15:249|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:37:15:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1050,,,Step_ExtSDM,20171223-22:37:15:253|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:37:15:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1051,,,action,20171223-22:37:37:466|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_OFF,<HEX>-22:37:37:<NUM>|Step_StandReportReceiver|<HEX>|onReceive action: android.intent.action.SCREEN_OFF
HealthApp_2k,1052,,,action,20171223-22:38:31:368|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:38:31:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1053,,,Step_LSC,20171223-22:39:25:260|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:39:25:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1054,,,onExtend,20171223-22:39:25:264|Step_LSC|30002312|onExtend:1514039857000 0 0 5,<HEX>-22:39:25:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1055,,,onExtend,20171223-22:39:25:265|Step_LSC|30002312|onExtend:1514039917000 0 0 5,<HEX>-22:39:25:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1056,,,onExtend,20171223-22:39:25:265|Step_LSC|30002312|onExtend:1514039977000 0 0 0,<HEX>-22:39:25:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1057,,,action,20171223-22:39:25:300|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON,<HEX>-22:39:25:<NUM>|Step_StandReportReceiver|<HEX>|onReceive action: android.intent.action.SCREEN_ON
HealthApp_2k,1058,,,action,20171223-22:39:25:301|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON,<HEX>-22:39:25:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.SCREEN_ON
HealthApp_2k,1059,,,Step_StandStepCounter,20171223-22:39:25:301|Step_StandStepCounter|30002312|flush sensor data,<HEX>-22:39:25:<NUM>|Step_StandStepCounter|<HEX>|flush sensor data
HealthApp_2k,1060,,,Step_SPUtils,20171223-22:39:25:301|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039760000##7189##549659##8661##16256##28479559,<HEX>-22:39:25:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1061,,,Step_SPUtils,20171223-22:39:25:302|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609620,<HEX>-22:39:25:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1062,,,Step_LSC,20171223-22:39:25:306|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:39:25:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1063,,,Step_ExtSDM,20171223-22:39:25:310|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:39:25:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1064,,,Step_ExtSDM,20171223-22:39:25:313|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:39:25:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1065,,,Step_StandReportReceiver,20171223-22:39:25:314|Step_StandReportReceiver|30002312|REPORT : 7189 5132 153988 240,<HEX>-22:39:25:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,1066,,,Step_LSC,20171223-22:39:25:402|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:39:25:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1067,,,onExtend,20171223-22:39:25:406|Step_LSC|30002312|onExtend:1514039965000 0 0 0,<HEX>-22:39:25:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1068,,,Step_LSC,"20171223-22:39:25:406|Step_LSC|30002312|timeStamp back,extendReportTimeStamp=1514039977000","<HEX>-22:39:25:<NUM>|Step_LSC|<HEX>|timeStamp back,extendReportTimeStamp=<HEX>"
HealthApp_2k,1069,,,action,20171223-22:39:25:446|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:39:25:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1070,,,Step_SPUtils,20171223-22:39:25:614|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609620,<HEX>-22:39:25:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1071,,,Step_SPUtils,20171223-22:39:25:614|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514039880000##7189##549659##8661##16256##28609933,<HEX>-22:39:25:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1072,,,Step_ExtSDM,20171223-22:39:25:625|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:39:25:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1073,,,Step_ExtSDM,20171223-22:39:25:628|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:39:25:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1074,,,action,20171223-22:40:0:151|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:40:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1075,,,action,20171223-22:41:0:151|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:41:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1076,,,action,20171223-22:42:0:137|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:42:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1077,,,action,20171223-22:43:0:96|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:43:0:96|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1078,,,action,20171223-22:44:0:47|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:44:0:47|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1079,,,action,20171223-22:45:0:94|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:45:0:94|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1080,,,Step_LSC,20171223-22:45:48:956|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:45:48:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1081,,,onExtend,20171223-22:45:48:970|Step_LSC|30002312|onExtend:1514040348000 0 0 5,<HEX>-22:45:48:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1082,,,Step_SPUtils,20171223-22:45:49:258|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514039880000##7189##549659##8661##16256##28609933,<HEX>-22:45:49:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1083,,,Step_SPUtils,20171223-22:45:49:259|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28993578,<HEX>-22:45:49:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1084,,,Step_ExtSDM,20171223-22:45:49:273|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:45:49:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1085,,,Step_ExtSDM,20171223-22:45:49:278|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:45:49:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1086,,,Step_LSC,20171223-22:45:54:954|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:45:54:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1087,,,onExtend,20171223-22:45:54:974|Step_LSC|30002312|onExtend:1514040354000 0 0 0,<HEX>-22:45:54:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1088,,,Step_SPUtils,20171223-22:45:55:256|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28993578,<HEX>-22:45:55:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1089,,,Step_SPUtils,20171223-22:45:55:257|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040240000##7189##549659##8661##16256##28999575,<HEX>-22:45:55:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1090,,,Step_ExtSDM,20171223-22:45:55:268|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:45:55:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1091,,,Step_ExtSDM,20171223-22:45:55:272|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:45:55:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1092,,,action,20171223-22:46:0:142|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:46:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1093,,,action,20171223-22:47:0:157|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:47:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1094,,,action,20171223-22:48:0:132|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:48:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1095,,,action,20171223-22:49:0:139|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:49:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1096,,,action,20171223-22:50:0:142|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:50:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1097,,,action,20171223-22:51:0:128|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.TIME_TICK,<HEX>-22:51:0:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.TIME_TICK
HealthApp_2k,1098,,,Step_LSC,20171223-22:51:2:965|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:51:2:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1099,,,onExtend,20171223-22:51:2:978|Step_LSC|30002312|onExtend:1514040662000 0 0 5,<HEX>-22:51:2:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1100,,,Step_SPUtils,20171223-22:51:3:266|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040240000##7189##549659##8661##16256##28999575,<HEX>-22:51:3:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1101,,,Step_SPUtils,20171223-22:51:3:266|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29307585,<HEX>-22:51:3:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1102,,,Step_ExtSDM,20171223-22:51:3:275|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:51:3:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1103,,,Step_ExtSDM,20171223-22:51:3:278|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:51:3:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1104,,,action,20171223-22:51:24:638|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_OFF,<HEX>-22:51:24:<NUM>|Step_StandReportReceiver|<HEX>|onReceive action: android.intent.action.SCREEN_OFF
HealthApp_2k,1105,,,Step_LSC,20171223-22:51:37:252|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:51:37:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1106,,,onExtend,20171223-22:51:37:260|Step_LSC|30002312|onExtend:1514040697000 0 0 0,<HEX>-22:51:37:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1107,,,action,20171223-22:51:37:290|Step_StandReportReceiver|30002312|onReceive action: android.intent.action.SCREEN_ON,<HEX>-22:51:37:<NUM>|Step_StandReportReceiver|<HEX>|onReceive action: android.intent.action.SCREEN_ON
HealthApp_2k,1108,,,action,20171223-22:51:37:292|Step_LSC|30002312|processHandleBroadcastAction action:android.intent.action.SCREEN_ON,<HEX>-22:51:37:<NUM>|Step_LSC|<HEX>|processHandleBroadcastAction action:android.intent.action.SCREEN_ON
HealthApp_2k,1109,,,Step_StandStepCounter,20171223-22:51:37:292|Step_StandStepCounter|30002312|flush sensor data,<HEX>-22:51:37:<NUM>|Step_StandStepCounter|<HEX>|flush sensor data
HealthApp_2k,1110,,,Step_SPUtils,20171223-22:51:37:292|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29307585,<HEX>-22:51:37:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1111,,,Step_SPUtils,20171223-22:51:37:293|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341612,<HEX>-22:51:37:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1112,,,Step_LSC,20171223-22:51:37:295|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:51:37:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1113,,,Step_ExtSDM,20171223-22:51:37:302|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:51:37:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1114,,,Step_ExtSDM,20171223-22:51:37:306|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:51:37:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1115,,,Step_StandReportReceiver,20171223-22:51:37:307|Step_StandReportReceiver|30002312|REPORT : 7189 5132 153988 240,<HEX>-22:51:37:<NUM>|Step_StandReportReceiver|<HEX>|REPORT : <NUM> <NUM> <NUM> <NUM>
HealthApp_2k,1116,,,Step_LSC,20171223-22:51:37:393|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:51:37:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1117,,,onExtend,20171223-22:51:37:394|Step_LSC|30002312|onExtend:1514040697000 0 0 0,<HEX>-22:51:37:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1118,,,Step_SPUtils,20171223-22:51:37:608|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341612,<HEX>-22:51:37:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1119,,,Step_SPUtils,20171223-22:51:37:608|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29341927,<HEX>-22:51:37:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1120,,,Step_ExtSDM,20171223-22:51:37:615|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:51:37:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1121,,,Step_ExtSDM,20171223-22:51:37:618|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:51:37:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1122,,,Step_LSC,20171223-22:51:40:331|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:51:40:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1123,,,onExtend,20171223-22:51:40:340|Step_LSC|30002312|onExtend:1514040700000 0 0 0,<HEX>-22:51:40:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 0
HealthApp_2k,1124,,,Step_SPUtils,20171223-22:51:40:632|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29341927,<HEX>-22:51:40:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1125,,,Step_SPUtils,20171223-22:51:40:632|Step_SPUtils|30002312|setTodayTotalDetailSteps=1514040600000##7189##549659##8661##16256##29344951,<HEX>-22:51:40:<NUM>|Step_SPUtils|<HEX>|setTodayTotalDetailSteps=<HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
HealthApp_2k,1126,,,Step_ExtSDM,20171223-22:51:40:641|Step_ExtSDM|30002312|calculateCaloriesWithCache totalCalories=130673,<HEX>-22:51:40:<NUM>|Step_ExtSDM|<HEX>|calculateCaloriesWithCache totalCalories=<NUM>
HealthApp_2k,1127,,,Step_ExtSDM,20171223-22:51:40:644|Step_ExtSDM|30002312|calculateAltitudeWithCache totalAltitude=240,<HEX>-22:51:40:<NUM>|Step_ExtSDM|<HEX>|calculateAltitudeWithCache totalAltitude=<NUM>
HealthApp_2k,1128,,,Step_LSC,20171223-22:51:48:980|Step_LSC|30002312|onStandStepChanged 3761,<HEX>-22:51:48:<NUM>|Step_LSC|<HEX>|onStandStepChanged <NUM>
HealthApp_2k,1129,,,onExtend,20171223-22:51:48:993|Step_LSC|30002312|onExtend:1514040708000 0 0 5,<HEX>-22:51:48:<NUM>|Step_LSC|<HEX>|onExtend:<HEX> 0 0 5
HealthApp_2k,1130,,,Step_SPUtils,20171223-22:51:49:282|Step_SPUtils|30002312| getTodayTotalDetailSteps = 1514040600000##7189##549659##8661##16256##29344951,<HEX>-22:51:49:<NUM>|Step_SPUtils|<HEX>| getTodayTotalDetailSteps = <HEX>##<NUM>##<NUM>##<NUM>##<NUM>##<HEX>
